UserScreenName,UserName,Timestamp,Text,Embedded_text,Comments,Likes,Retweets,Date,text_length,Embedded_text_cleaned
Pandebona,@Pandebonita,2021-12-15 17:34:16+00:00,"Pandebona
@Pandebonita
·
15 dic.","En respuesta a 
@Karlaarcila
 y 
@Davivienda
A mi me pasó lo mismo y pude solucionarlo pasándolas por contacto, que no ingresen la tarjeta al datáfono, no sé por qué pero por contacto no me presentaba problema.",0,0,0,2021-12-15,210,karlaarcila pasar solucionar pasar contacto ingresar tarjeta datáfono contacto presentar problema
Santiago Perez,@mdcirujano,2021-12-15 18:47:04+00:00,"Santiago Perez
@mdcirujano
·
15 dic.","En respuesta a 
@Karlaarcila
 @ez2000co
 y 
@Davivienda
BBVA
1",0,0,1,2021-12-15,62,karlaarcila ez2000co bbva
Martin Q,@martinquinco,2021-12-15 17:02:45+00:00,"Martin Q
@martinquinco
·
15 dic.","En respuesta a 
@Karlaarcila
 y 
@Davivienda
Es una sensación horrible, casi todos los bancos te bloquean las tarjetas cuando se usan en el extranjero. El único que no, ha sido bancolombia, y falabella la bloqueó solo la primera vez, ya después no tuve que llamar.
1",0,0,1,2021-12-15,266,karlaarcila sensación horrible bloquear tarjeta extranjero único bancolombia falabella bloquear llamar
Rick Parker,@cachaful,2021-12-15 21:03:56+00:00,"Rick Parker
@cachaful
·
15 dic.","Respondiendo a 
@Edimejia1979
 @BinanceES
 y 3 más
Así es 
@binance
 es un secuestrador sin razón.
1
1",0,1,1,2021-12-15,102,edimejia1979 binancee binance secuestrador razón
Karla Arcila,@Karlaarcila,2021-12-15 17:31:07+00:00,"Karla Arcila
@Karlaarcila
·
15 dic.","En respuesta a 
@ladelavid
 y 
@Davivienda
¡Fatal! Uno debería poder usar su tarjeta y su plata en cualquier parte, terrible 
@Davivienda
1
1",1,0,1,2021-12-15,141,ladelavid fatal deber tarjeta plata cualquiera terrible
Ernesto Zamora P.,@ez2000co,2021-12-15 17:41:59+00:00,"Ernesto Zamora P.
@ez2000co
·
15 dic.","En respuesta a 
@Karlaarcila
 y 
@Davivienda
Si, la débito del antiguo Citi a mi me servía en todo lado, pero era un tema que la tarjeta tenía una configuración que no pedía clave o pin...
1",1,0,0,2021-12-15,190,karlaarcila débito antiguo citi servir tema tarjeta configuración pedir clave
Manuel Duque,@juniorduque2012,2021-12-15 22:25:38+00:00,"Manuel Duque
@juniorduque2012
·
15 dic.","En respuesta a 
@Davivienda
Esa es la de siempre por DM para enviarlo a asuntos sin importancia, vuelvanse serios mejor, no se puede ni pagar un crédito de ustedes, pero para llamar a cobrar si les funciona el sistema",0,0,0,2021-12-15,217,enviar asunto importancia vuelvansar serio pagar crédito llamar cobrar funcionar sistema
Fernando Rodríguez,@ferchokli1,2021-12-15 17:09:00+00:00,"Fernando Rodríguez
@ferchokli1
·
15 dic.","En respuesta a 
@Karlaarcila
 y 
@Davivienda
Use la de crédito a una cuota. Gana millas y no paga interés. Elemental mi querida Karla.",0,0,0,2021-12-15,134,karlaarcila crédito cuota ganar milla pagar interés elemental querido <UNK>ar
SOS Colombia,@jairoaospinaz,2021-12-15 23:58:25+00:00,"SOS Colombia
@jairoaospinaz
·
15 dic.","Respondiendo a 
@Marianiniecheve
 @elikitty_33
 y 2 más
No es complicidad, son lo mismo",0,0,0,2021-12-15,87,marianiniecheve elikitty _33 complicidad
Gatto Cristancho,@Gattocol,2021-12-15 22:49:29+00:00,"Gatto Cristancho
@Gattocol
·
15 dic.","Respondiendo a 
@Marianiniecheve
 @AUGUSTOOCAMPO
 y 2 más
Estás en el lugar equivocado.",0,0,0,2021-12-15,87,marianiniecheve augustoocampo lugar equivocado
Fabio Fernando,@FabioFernandoH1,2021-12-15 23:42:01+00:00,"Fabio Fernando
@FabioFernandoH1
·
15 dic.","En respuesta a 
@Davivienda
Ya se los envié hace tres días, igual no hicieron nada. Lástima este tipo de aplicaciones hacen lo que quieren al no tener ninguna vigilancia, se supone que 
@SFCsupervisor
 debería hacerlo, pero aparentemente no se hace.
1",1,0,0,2021-12-15,251,enviar lástima tipo aplicación querer vigilancia suponer sfcsupervisor deber aparentemente
Fabio Fernando,@FabioFernandoH1,2021-12-15 23:53:01+00:00,"Fabio Fernando
@FabioFernandoH1
·
15 dic.","En respuesta a 
@Davivienda
Ya lo hice, cuantos mensajes privados necesitan? 

Repito amigos de Twitter, tengan mucha precaución con este tipo de aplicaciones y en especial con esta perteneciente a 
@Davivienda
 , no arriesguen dinero que no quieran perder. Precaución.",0,0,0,2021-12-15,269,mensaje privado necesitar repetir amigo twitter precaución tipo aplicación especial perteneciente arriesguir dinero querer perder precaución
Federico Gärtner,@jfgartner007,2021-12-15 05:20:47+00:00,"Federico Gärtner
@jfgartner007
·
15 dic.","@Davivienda
 además, el Transfiya para transferencias interbancarias inmediatas funciona a la perfección en Bancolombia, pero en Davivienda nunca ha funcionado. Los asesores de Bancolombia por teléfono dan respuesta a las inquietudes de los usuarios, en Davivienda no.",0,0,0,2021-12-15,268,transfibir transferencia interbancario inmediato funcionar perfección bancolombia funcionar asesor bancolombia teléfono inquietud usuario
ROBERTO MEYER,@ROMEYIGLE,2021-12-15 20:17:21+00:00,"ROBERTO MEYER
@ROMEYIGLE
·
15 dic.","Respondiendo a 
@Marianiniecheve
 @Jokeraton
 y 2 más
Hagale",0,0,0,2021-12-15,60,marianiniecheve jokeraton hagale
Nathi Giraldo,@nathagir,2021-12-15 16:48:34+00:00,"Nathi Giraldo
@nathagir
·
15 dic.","@RadioPlaneta969
 no solo nequi es con el # d teléfono también está ahorro a la mano d Bancolombia y Daviplata d Davivienda, control d la Dian está porque al registrar tu número de cel se registra la cédula, da historial crediticio todo como una cuenta bancaria
1",0,0,1,2021-12-15,263,radioplaneta969 nequi teléfono ahorro mano bancolombia daviplata control dian registrar número registrar cédula historial crediticio bancario
Lore,@lorecastrooo,2021-12-15 20:42:24+00:00,"Lore
@lorecastrooo
·
15 dic.","En respuesta a 
@Deftvergara05
 @DaviPlata
 y 
@Davivienda
Si pero nada , muchas gracias!
1",0,0,1,2021-12-15,91,deftvergara05 daviplata gracias
Juan Vargas,@EnLineaBVC,2021-12-15 12:22:00+00:00,"Juan Vargas
@EnLineaBVC
·
15 dic.","En respuesta a 
@monicaphiguera
Tremendo esto de 
@Davivienda
 no puedo creer que permitan emitir tarjetas suplantando a terceros, así sea desde la oficina móvil sigue siendo una oficina. Esto no está regulado por la 
@SFCsupervisor
 ?
1",1,0,0,2021-12-15,237,monicaphiguera tremendo creer permitir emitir tarjeta suplantar oficina móvil seguir oficina regulado sfcsupervisor
SONIA BERNAL,@soniajannethba,2021-12-15 02:57:17+00:00,"SONIA BERNAL
@soniajannethba
·
14 dic.","En respuesta a 
@Davivienda
Igual no solucionaron nada, como era de esperarse, con el pésimo servicio que prestan en todos sus canales de comunicación ",0,0,0,2021-12-15,151,solucionar esperar pésimo servicio prestar canal comunicación
dianariveras,@dianariveras,2021-12-15 20:36:22+00:00,"dianariveras
@dianariveras
·
15 dic.","En respuesta a 
@Karlaarcila
 @ez2000co
 y 
@Davivienda
Bancolombia si funciona bien en el exterior",0,0,0,2021-12-15,99,karlaarcila ez2000co bancolombia funcionar exterior
sergio falla,@davosla,2021-12-15 22:24:49+00:00,"sergio falla
@davosla
·
15 dic.","En respuesta a 
@mitiatere
@Alejand36202857
 desubicado.  davivienda.",0,0,0,2021-12-15,69,mitiatere alejand36202857 desubicado
Pinot Noir,@ladelavid,2021-12-15 17:29:26+00:00,"Pinot Noir
@ladelavid
·
15 dic.","En respuesta a 
@Karlaarcila
 y 
@Davivienda
si si eso si pasa.. yo voy mucho por trabajo.. y no sirven..
1",1,0,0,2021-12-15,107,karlaarcila pasar trabajo servir
Fabián Prieto,@FabinPrieto9,2021-12-15 23:15:22+00:00,"Fabián Prieto
@FabinPrieto9
·
15 dic.","En respuesta a 
@Marianiniecheve
 @SegurosBolivar
 y 
@Davivienda
Respondan ladrones",0,0,0,2021-12-15,84,marianiniecheve segurosbolivar ladrón
Nando,@Nando79208857,2021-12-15 13:08:32+00:00,"Nando
@Nando79208857
·
15 dic.","En respuesta a 
@ArDiaz1944
Viejo va a colaborar para darle una feliz navidad a Oscar ivan lasso el niño pobre que participó en la voz kids su papa vive con sus 4 hermanitos en un cambuche en Soacha le dejó el numero de cuenta DAVIVIENDA ahorros#037700055686 cualquier donacion es una vendicion!!!",0,0,0,2021-12-15,297,ardiaz1944 viejo colaborar feliz navidad oscar ivan lasso niño pobre participar kids papa vivir hermanito cambuche soacho dejar numero ahorro 0377005688 cualquiera donacion vendicion
Pinot Noir,@ladelavid,2021-12-15 17:27:20+00:00,"Pinot Noir
@ladelavid
·
15 dic.","En respuesta a 
@Karlaarcila
 y 
@Davivienda
pero que raro.. a mi si me sirven en mexico.. acabo de llegar y saque por cajero todo el tiempo con davivenda.. muy raro.. revisa en otros cajeros.. pero si sirve.
1",1,0,0,2021-12-15,210,karlaarcila raro servir mexico acabar llegar saque cajero tiempo davivender raro revisar cajero servir
Nando,@Nando79208857,2021-12-15 13:39:54+00:00,"Nando
@Nando79208857
·
15 dic.","En respuesta a 
@AABenedetti
 @josecastillobu
 y 
@petrogustavo
Senador, Oscar ivan lasso el niño pobre de la voz kids2019 le queremos regalar una linda navidad estoy haciendo una recolecta para regalarle un celular pues le robaron el que tenía DAVIVIENDA ahorros #037700055686 lo pueden llamar a él  cell  3124923603 y verificar información.",0,0,0,2021-12-15,342,aabenedetti josecastillobu petrogustavo senador oscar ivan lasso niño pobre kids2019 querer regalar lindo navidad recolecer regalar celular robar ahorro 0377005688 llamar cell 3124923603 verificar información
Karla Arcila,@Karlaarcila,2021-12-15 17:28:28+00:00,"Karla Arcila
@Karlaarcila
·
15 dic.","En respuesta a 
@ladelavid
 y 
@Davivienda
Eso mismo dije  que en cajero si, no sirve es en datafonos, que en México le llaman terminales.
1
2",1,0,2,2021-12-15,142,ladelavid cajero servir datafono méxico llamar terminal
Saúl Jaimes,@SaulJaimes,2021-12-15 21:42:54+00:00,"Saúl Jaimes
@SaulJaimes
·
15 dic.","En respuesta a 
@Marianiniecheve
 @SegurosBolivar
 y 
@Davivienda
No sé cómo será tu caso, pero a mí me pasó que me descontaron UN MILLON DE PESOS, llame y dizque de un seguro funerario y no se q pendejadas, yo les dije q nunca lo había pedido y que no me interesaba que me devolvieran el dinero y pues aunque se demoraron me devolvieron todo
1",1,0,0,2021-12-15,344,marianiniecheve segurosbolivar caso pasar descontar millon peso llamar dizque seguro funerario pendejado pedir interesar devolver dinero demorar devolver
Miguel Cárdenas,@angelmed82,2021-12-15 23:04:16+00:00,"Miguel Cárdenas
@angelmed82
·
15 dic.","En respuesta a 
@japuna7
 y 
@Davivienda
Pues conteste.
1",1,0,0,2021-12-15,57,japuna7 contestar
Javier Rueda,@JavierR_1982,2021-12-15 20:51:52+00:00,"Javier Rueda
@JavierR_1982
·
15 dic.","En respuesta a 
@Marianiniecheve
 @SegurosBolivar
 y 
@Davivienda
Coloca la queja en la superfinanciera.
1",0,0,1,2021-12-15,106,marianiniecheve segurosbolivar colocar queja superfinancero
jose m daza,@chocjosem,2021-12-15 21:13:27+00:00,"jose m daza
@chocjosem
·
15 dic.","Respondiendo a 
@Marianiniecheve
 @AUGUSTOOCAMPO
 y 2 más
@SFCsupervisor
 atiendan esta queja.",0,0,0,2021-12-15,94,marianiniecheve augustoocampo sfcsupervisor atender queja
Miguel Cárdenas,@angelmed82,2021-12-15 23:34:18+00:00,"Miguel Cárdenas
@angelmed82
·
15 dic.","En respuesta a 
@japuna7
 y 
@Davivienda
Y su asistente?
1",1,0,0,2021-12-15,58,japuna7 asistente
Mario Martínez™,@mario23martinez,2021-12-15 00:52:47+00:00,"Mario Martínez™
@mario23martinez
·
14 dic.","En respuesta a 
@LaHuellaSV
 @DaniaGonzalz
 y 
@WilliamSorianoH
Una deuda de $1,000 se hicieron $12,000 en banco Davivienda por falta de pago.

Me ""congelaron"" intereses y pusieron una cuota mensual de $40 para salir de la deuda. 

Solo me faltan 251 meses (21 años) para saldar la deuda. 

Creo que los bancos aún mandan.",0,0,0,2021-12-15,322,lahuellasv daniagonzalz williamsoriano deuda falta pago congelar interés cuota mensual salir deuda faltar mes año saldar deuda creer mandar
elsalvador.com,@elsalvadorcom,2021-12-15 14:50:00+00:00,"elsalvador.com
@elsalvadorcom
·
15 dic.","#Noticias #Negocios Ahora puedes pagar desde su celular de forma segura, fácil y sin contacto. Escanee el código QR y pague.
elsalvador.com
Nueva solución de pago QR Davivienda | Noticias de El Salvador
Escanee el código QR y pague desde su celular de forma segura, fácil y sin contacto.
1
1",0,1,1,2021-12-15,291,noticia negocio pagar celular forma seguro fácil contacto escanear código pagar elsalvador solución pago noticia salvador escanear código pagar celular forma seguro fácil contacto
Lore,@lorecastrooo,2021-12-15 20:30:46+00:00,"Lore
@lorecastrooo
·
15 dic.","En respuesta a 
@Deftvergara05
 @DaviPlata
 y 
@Davivienda
Putos  y el servicio al cliente todos dicen cosas diferentes 
1
1",1,0,1,2021-12-15,124,deftvergara05 daviplata puto servicio cliente cosa
Mari,@MariasintiIde,2021-12-15 21:44:40+00:00,"Mari
@MariasintiIde
·
15 dic.","En respuesta a 
@JuxnDiego
 @Nequi
 y 
@DaviPlata
A mi con daviplata me tocó mamarselo al dueño de Davivienda para poder retirar 100lukitas porque por algún motivo no me dejaba ni retirar ni pasarlas a bancos ni a Nequi",0,0,0,2021-12-15,219,juxndiego nequi daviplata daviplata tocar mamar dueño retirar 100lukita motivo dejar retirar pasar nequi
Pechugas Larousse,@pezick,2021-12-15 22:46:58+00:00,"Pechugas Larousse
@pezick
·
15 dic.","En respuesta a 
@DonnaDonnut
Si es por la app (en Davivienda no sé dónde aparece la opción), pero es mejor que llames 
1",0,0,1,2021-12-15,120,donnadonnut aparecer opción llamar
Ricardo Martínez Lemus,@Rmartinez76L,2021-12-15 16:54:26+00:00,"Ricardo Martínez Lemus
@Rmartinez76L
·
15 dic.","@Tenniscomco
 estuve revisando http://tennis.com.co y no logré entender cómo es posible que unicamente apliquen un descuento tan grande a los clientes 
@Bancolombia
???
Bueno debe ser que clientes  
@Davivienda
 y demás entidades no representan una oportunidad de ventas en navidad
tennis.com.co
Tennis | Tienda de Ropa Online en Colombia
Compra ropa para Mujer, Hombre y Niños. Jeans de moda, Camisas, Blusas, Chaquetas, zapatos y más. Vive siempre jóven con Tennis. FÁCIL DEVOLUCIÓN ¡Entra ya!",0,0,0,2021-12-15,495,tenniscomco revisar lograr entender unicamente aplicar descuento cliente bancolombia deber cliente entidad representar oportunidad venta navidad tennis tennis tienda ropa online colombio comprar ropa mujer hombre niño jean moda camisa bluso chaqueta zapato vivir jóven tennis fácil devolución entrar
Julio Palacios,@japuna7,2021-12-15 23:34:46+00:00,"Julio Palacios
@japuna7
·
15 dic.","En respuesta a 
@angelmed82
 y 
@Davivienda
No tengo
1
1",1,0,1,2021-12-15,56,angelmed82
AMER HOYOS ®,@amerhoyos,2021-12-15 00:07:21+00:00,"AMER HOYOS ®
@amerhoyos
·
14 dic.","@Davivienda
 que decepción 7 años con ustedes dejándolos manejar mi dinero me hacen un fraude a la tarejeta y salen con que no responde 
@SFCsupervisor
1",1,0,0,2021-12-15,153,decepción año dejar manejar dinero fraude tarejeto salir sfcsupervisor
Julio Palacios,@japuna7,2021-12-15 23:33:49+00:00,"Julio Palacios
@japuna7
·
15 dic.","En respuesta a 
@angelmed82
 y 
@Davivienda
Pues estaba en reu
1
1",1,0,1,2021-12-15,66,angelmed82
Alexander Riascos C.,@AlexRiascos,2021-12-15 22:41:17+00:00,"Alexander Riascos C.
@AlexRiascos
·
15 dic.","En respuesta a 
@Karlaarcila
 y 
@Davivienda
Estimada Karla me pasó igual, solo debes evitar pagar en restaurantes o establecimientos, solo retirar dinero del cajero.
1
1",1,0,1,2021-12-15,170,karlaarcila estimar <UNK>ar pasar deber evitar pagar restaurante establecimiento retirar dinero cajero
Nina,@ninaortizz,2021-12-15 16:35:01+00:00,"Nina
@ninaortizz
·
15 dic.","En respuesta a 
@ValentinoSnow27
Davivienda?
1",1,0,0,2021-12-15,46,valentinosnow27
Oscar Cruz,@Deftvergara05,2021-12-15 20:26:17+00:00,"Oscar Cruz
@Deftvergara05
·
15 dic.","En respuesta a 
@lorecastrooo
 y 
@DaviPlata
Te devuelven el dinero en 24 horas, lo recargaste debun davivienda u otra entidad?
1",1,0,0,2021-12-15,129,lorecastrooo daviplata devolver dinero hora recargar debun entidad
Federico Gärtner,@jfgartner007,2021-12-15 05:20:47+00:00,"Federico Gärtner
@jfgartner007
·
15 dic.","@Davivienda
 anuncia en internet el servicio Apple Pay, pero no funciona. No deja inscribir la tarjeta débito. ¿Qué le está pasando a Davivienda? Solía ser un buen banco. Bancolombia le cogió la delantera.
1",1,0,0,2021-12-15,207,anunciar internet servicio apple funcionar dejar inscribir tarjeta débito pasar soler bancolombia coger delantero
Federico Gärtner,@jfgartner007,2021-12-15 05:20:47+00:00,"Federico Gärtner
@jfgartner007
·
15 dic.","@Davivienda
 se está quedando rezagada con respecto a Bancolombia tecnológicamente hablando. La aplicación Bancolombia para teléfonos inteligentes es mucho más amigable, funcional y rápida que la de Davivienda.
ENTER.CO
@ENTERCO
 · 2 nov.
Apple Pay llegó a Colombia, aunque inicialmente solo está disponible para clientes de Bancolombia. Te explicamos cómo usar esta forma de pago sin contacto. http://dlvr.it/SBm1t9 http://dlvr.it/SBm1tJ
2",2,0,0,2021-12-15,440,quedar rezagado bancolombia tecnológicamente hablar aplicación bancolombia teléfono inteligente amigable funcional rápido enter enterco apple llegar colombio inicialmente disponible cliente bancolombia explicar forma pago contacto
Davivienda Corredores,@davicorredores,2021-12-15 13:50:02+00:00,"Davivienda Corredores
@davicorredores
·
15 dic.","En respuesta a 
@Christian_BVC
Hola, 
@Christian_BVC
 gracias por su comentario y por participar de nuestros contenidos. Feliz día.",0,0,0,2021-12-15,131,christian_bvc christian_bvc gracias comentario participar contenido feliz
Capital Analytics,@CapitalAnalyti2,2021-12-16 17:38:30+00:00,"Capital Analytics
@CapitalAnalyti2
·
16 dic.","#OjoAlDato Analizando los FICs Balanceado Mayor Riesgo, evidencia terreno negativo y disminución en la rentabilidad promedio mensual, ubicándose en -7.53%EA al 14 de diciembre(-4.622pbs), frente a 38.69%EA del mes anterior. Se destaca FIC SEGURIDAD BOLIVAR (Fiduciaria Davivienda)
1
3",0,1,3,2021-12-16,284,ojoaldato analizar fic balanceado riesgo evidencia terreno negativo disminución rentabilidad promedio mensual ubicar diciembre 622 frente destacar seguridad bolivar fiduciario
Príncipe de Bazurto en navidad,@Fefefocus,2021-12-16 14:24:58+00:00,"Príncipe de Bazurto en navidad
@Fefefocus
·
16 dic.","Solo falta que Daviplata se separe de Davivienda.
1
9",0,1,9,2021-12-16,53,faltar daviplata separar
Santiago R.,@santirojas,2021-12-16 14:47:06+00:00,"Santiago R.
@santirojas
·
16 dic.","Indicios de Apple Pay para 
@Davivienda
 pronto?
7",0,0,7,2021-12-16,50,indicio apple
𝐽𝑢𝑙𝑖𝑎𝑛𝑎,@garciajuliana16,2021-12-16 03:44:27+00:00,"𝐽𝑢𝑙𝑖𝑎𝑛𝑎
@garciajuliana16
·
15 dic.","Me sentí como Davivienda,en el lugar equivocado.
1
7",0,1,7,2021-12-16,52,sentir davivirdar lugar equivocado
Nicolasa,@EsNicolasa,2021-12-16 03:17:03+00:00,"Nicolasa
@EsNicolasa
·
15 dic.","Davivienda le llaman jajajajajajjajajaxd
1
2",0,1,2,2021-12-16,44,llamar jajajajajajjajajaxd
Guille Hernández Gil,@GuilleHergil,2021-12-16 17:29:30+00:00,"Guille Hernández Gil
@GuilleHergil
·
16 dic.","Es esta oficina surgieron pláticas armoniosas sobre obras de impacto de buen corazón con su club kiwanis y yo del club Rotaract; un placer de tiempo compartido luego en comité acciones en Davivienda,donde compartimos otras opiniones, Grande momentos.QEPD 
Cc. 
@nayibbukele",0,0,0,2021-12-16,273,oficina surgir plática armonioso obra impacto corazón club kiwanis club rotaract placer tiempo compartido comité acción compartir opinión momento qepd nayibbukele
APOLO PANDORA,@APOLOC8,2021-12-16 15:59:05+00:00,"APOLO PANDORA
@APOLOC8
·
16 dic.","Señores 
@Davivienda
 porque hoy las transacciones hacia 
@DaviPlata
 amanecieron costando $3.300 ?

Que abuso contra el pueblo.

#Nohayderecho
1
6
5",1,6,5,2021-12-16,149,señor transacción daviplata amanecer costar abuso pueblo nohayderecho
Damaris Marino,@DamarisMarino,2021-12-16 02:44:43+00:00,"Damaris Marino
@DamarisMarino
·
15 dic.","Ayudemos a Refugio Instinto en Ciudad Bolivar con 40 animales rescatados. Demosle de navidad  Tejas de Zinc, Comida y dinero para ayudar a los peludos. Daviplata 3206981098. Cta Ahorros Davivienda 488403923813 Daniela Suárez 
@HypatiaHurtado
 @ElQueLosDELATA
 @ISAZULETA
3
4",0,3,4,2021-12-16,274,ayudar refugio instinto ciudad bolivar animal rescatado demoslar navidad teja zinc comida dinero ayudar peludo daviplata 3206981098 ahorro 488403923813 daniela suárez hypatiahurtado elquelosdelata isazuleto
Sago V.,@Sago2022,2021-12-16 19:37:54+00:00,"Sago V.
@Sago2022
·
16 dic.","En respuesta a 
@Davivienda
A ustedes les debe estar funcionando la página pero a mi no!!!!",0,0,0,2021-12-16,91,deber funcionar página
Alejo Barragán S.,@ALEJOBARRAGANS,2021-12-16 19:09:08+00:00,"Alejo Barragán S.
@ALEJOBARRAGANS
·
16 dic.","TAMBIÉN TENGO CUENTA EN DAVIVIENDA 
0550488422389418
NRO. de CUENTA DAVIVIENDA
1
1",0,1,1,2021-12-16,82,0550488422389418 contar
Damaris Marino,@DamarisMarino,2021-12-16 02:05:35+00:00,"Damaris Marino
@DamarisMarino
·
15 dic.","Ayudemos a Refugio Instinto en Ciudad Bolivar con 40 animales rescatados. Demosle de navidad  Tejas de Zinc, Comida y dinero para ayudar a los peludos. Daviplata 3206981098. Cta Ahorros Davivienda 488403923813 Daniela Suárez 
@ECUANTICA
 @YerlyMozo
 @andreanimalidad
 @somosraya
10
7",0,10,7,2021-12-16,283,ayudar refugio instinto ciudad bolivar animal rescatado demoslar navidad teja zinc comida dinero ayudar peludo daviplata 3206981098 ahorro 488403923813 daniela suárez ecuantico yerlymozo andreanimalidad somosraya
