UserScreenName,UserName,Timestamp,Text,Embedded_text,Comments,Likes,Retweets,text_length,Embedded_text_cleaned
Juan Bucareli,@JuanBucareli,2021-12-19 03:27:42+00:00,"Juan Bucareli
@JuanBucareli
·
18 dic.","En respuesta a 
@paulaenelalma
 y 
@Davivienda
Espero una hora y el dinero se ve reflejado en la aplicación nuevamente?
2
1",2,0,1,123,    paulaenelalma   esperar   hora    dinero    reflejado    aplicación nuevamente  
Yon,@aiamjohn_19,2021-12-19 03:45:37+00:00,"Yon
@aiamjohn_19
·
18 dic.","En respuesta a 
@JuanBucareli
 y 
@Davivienda
Si me pasó, pero al rato ya está el dinero otra vez, lo feo es que si lo necesitas de afán te jodes :(",0,0,0,148,    juanbucareli      pasar   rato     dinero         necesitas   afán   jod
Tomás Fernández Cadavid,@tomyko79,2021-12-19 23:41:45+00:00,"Tomás Fernández Cadavid
@tomyko79
·
19 dic.","Respondiendo a 
@lucholarrompe
 @Margaritarosadf
 y 4 más
Como van a ser monopolio si son de dueños diferentes?
2
1",2,0,1,115,  lucholarrompir margaritarosadf         monopolio     dueño  
Davivienda Escucha,@DaviEscucha,2021-12-19 02:20:43+00:00,"Davivienda Escucha
@DaviEscucha
·
18 dic.","En respuesta a 
@rigo8524
Buenas noches. Para revisar su caso por favor envíenos su nombre y número de documento, únicamente por mensaje privado. Quedamos atentos.
1",1,0,0,165,    rigo8524 noche revisar   caso   favor envíeno   nombre   número   documento únicamente   mensaje privado quedar atento
Carol Restrepo A.,@carorestrepoama,2021-12-20 16:06:24+00:00,"Carol Restrepo A.
@carorestrepoama
·
20 dic.","¿Cómo hago para que la aplicación de 
@Davivienda
 sirva? Piden las huellas y nunca te lleva al siguiente paso.
GIF",0,0,0,115,     aplicación   sirva pedir   huella       paso
MaríaCristinaBarrios,@MariaCrisB10,2021-12-20 21:38:35+00:00,"MaríaCristinaBarrios
@MariaCrisB10
·
20 dic.","Ese msj de davivienda me encantó 
1",1,0,0,35,      encantar
Adris,@Adrismc_,2021-12-20 16:40:39+00:00,"Adris
@Adrismc_
·
20 dic.","Odio con todo mi ser la app del Davivienda 
1
1",1,0,1,47,odar          
Carlos Abdul Valero,@Valeroabdul,2021-12-20 01:12:18+00:00,"Carlos Abdul Valero
@Valeroabdul
·
19 dic.","En respuesta a 
@JERobledo
Jorge está como Davivienda...en el lugar equivocado...un mosco en leche en esa coalición de la Esperanza...
1
3
14",1,3,14,141,    jerobledo jorge    lugar equivocado   mosco   leche    coalición    esperanza   
José Jimenez,@JosJime94206566,2021-12-20 21:54:11+00:00,"José Jimenez
@JosJime94206566
·
20 dic.","@Davivienda
 pésimo servicio de este banco la app Davivienda no sirve para nada
1
1",1,0,1,83,  pésimo servicio        servir  
¡Sergio!,@SAGC96,2021-12-20 23:57:09+00:00,"¡Sergio!
@SAGC96
·
20 dic.","Malparidos hijueputas 
@Davivienda
 !!!
1",0,0,1,41,malparido hijueputa
LeoEnciso,@LeoEnciso4,2021-12-20 17:51:16+00:00,"LeoEnciso
@LeoEnciso4
·
20 dic.","Estos malpajorros de 
@Davivienda
 se anticiparon al 2022 y empezaron con subirle  19% a las transferencias
1",1,0,0,109,malpajorro     anticipar   2022   empezar   subir él     transferencia
zildride,@zildride,2021-12-20 23:41:59+00:00,"zildride
@zildride
·
20 dic.","En respuesta a 
@Davivienda
Trabajan mucho que se les escribe un mensaje interno y un bot le dice que escriba a un WhatsApp. 5 minutos y nada. ¿Por donde más puedo sacar mi dinero???
1",1,0,0,184,    trabajar     escribir   mensaje interno        escrir    whatsapp   minuto       sacar   dinero
Marcela Alvarez Mejia,@MarceAmejia,2021-12-20 23:28:21+00:00,"Marcela Alvarez Mejia
@MarceAmejia
·
20 dic.","@Davivienda
 @DaviPlata
 Por favor la aplicación caída, y uno en la calle necesita do un retiro. Una razón. Solución. Esta aplicación se volvió un problemita.
1
2
2",1,2,2,164,  daviplata   favor   aplicación caído      calle necesitar    retiro   razón solución aplicación   volver   problemitar   
Juan Fer,@juanferdiazne,2021-12-20 14:13:38+00:00,"Juan Fer
@juanferdiazne
·
20 dic.","Interesante propuesta crear 100 bancos para hacerle frente a Bancolombia, Davivienda y Aval Group, Que manejan el 65% del mercado de creditos. Pero Como? Cuál es el mecanismo? Decreto o ley para ejecutar está idea; de lo contrario sería una propuesta populista más!
17
8
10",17,8,10,273,interesante propuesta crear   banco hacer él frente   bancolombia   aval group   manejar     mercado   credito    mecanismo decreto    ejecutar idea    contrario   propuesta populista    
Todo Motor,@todomotorsv,2021-12-20 00:34:01+00:00,"Todo Motor
@todomotorsv
·
19 dic.","#ElSalvador / Accidente de tránsito frente davivienda, sobre el redondel torogoz en San Salvador.
 Precaución al transitar por la zona
El siguiente elemento multimedia incluye contenido potencialmente delicado. Cambiar la configuración
Ver
1
1
8",1,1,8,245,  elsalvador accidente   tránsito frente   redondel torogoz    salvador precaución   transitar    zona   elemento multimedia incluir contenido potencialmente delicado cambiar   configuración    
Mumm-Ra,@MummRa78675541,2021-12-20 15:30:06+00:00,"Mumm-Ra
@MummRa78675541
·
20 dic.","Señores 
@WRadioColombia
 descubri un robo continuo en 
@DaviPlata
 @Davivienda
 les interesa tengo toda la evidencia.....porque 
@Davivienda
 no responde, pero si quieren que salga a luz pública",0,0,0,195,señor wradiocolombia descubri   robar continuo   daviplata   interesa   evidencia   responder   querer   salir    público
Manuel Celis,@EnKunfuncion,2021-12-20 14:17:06+00:00,"Manuel Celis
@EnKunfuncion
·
20 dic.","Y entonces 
@Davivienda
 exige que usuarios se acerquen a una oficina para realizar trámites que ellos mismos exigen. Y se acerca uno y la respuesta es no hay sistema. Ahí cual es la solución??
1",1,0,0,195,  exigir   usuario   acerquen    oficinar trámite   exigir    acerca         sistema      solución
José Jimenez,@JosJime94206566,2021-12-20 22:53:46+00:00,"José Jimenez
@JosJime94206566
·
20 dic.","En respuesta a 
@Davivienda
Buenas noches tengo la app de Davivienda y desde hace rato no me deja ver pagos no me deja ver mi saldo no puedo ingresar a la app
1
1",1,0,1,162,    noche       rato    dejar   pago    dejar    saldo   ingresar     
Enzo Villa,@EnzoVil45091798,2021-12-20 21:52:10+00:00,"Enzo Villa
@EnzoVil45091798
·
20 dic.","@Davivienda
 Que problema es que tenemos hoy clientes de este banco en la aplicación, a toda hora es no existe comunicación, que pesadilla, arregle ese problema pronto.
1
1",1,0,1,172,    problema      cliente      aplicación   hora    comunicación   pesadillar arreglar   problema  
ángel gonzález,@aangelgp,2021-12-20 17:23:38+00:00,"ángel gonzález
@aangelgp
·
20 dic.","Hola buenos días 
@Nequi
,el sábado necesité transferir de mi cuenta Nequi a mi cuenta Davivienda como siempre lo había echo y el dinero nunca llegó a Davivienda y tampoco retorna a Nequi¿Que tengo que hacer para que me liberen mi dinero?
1",1,0,0,240,nequi   necesitar transferir    nequi      echo    dinero     retornar   nequi        liberar   dinero
OSCKAR CARDENAS,@cardenas_207,2021-12-20 12:30:08+00:00,"OSCKAR CARDENAS
@cardenas_207
·
20 dic.","Señores 
@SFCsupervisor
 en 
@DaviPlata
 me tienen bloqueado un dinero sin dar solución hasta el día de hoy lo que me ha generado sobrecostos. Quien responde? porque 
@Davivienda
 se lava las manos.",0,0,0,198,señor sfcsupervisor   daviplata   bloqueado   dinero    solución          generado sobrecosto responder   lava   mano
Laura Garzón Acosta,@laurigarzon,2021-12-20 21:01:21+00:00,"Laura Garzón Acosta
@laurigarzon
·
20 dic.","Advertencia atemporal: pilas con las llamadas de ""bancos"", comunicándoles que devolverán el IVA, pidiendo claves virtuales, etc. 
@Davivienda
 ¡Qué angustia!
1",1,0,0,159,advertencia atemporal pila    llamado   banco comunicándol   devolver    pedir clave virtual     angustiar
Alejandro Callejas Mora,@AlejoCallejasM,2021-12-20 03:10:56+00:00,"Alejandro Callejas Mora
@AlejoCallejasM
·
19 dic.","En respuesta a 
@DavidRacero
 y 
@EDR_CD
Jajajajajaja 
@EDR_CD
 está como Davivienda amigo?
1",0,0,1,93,    davidracero   edr_cd jajajajajajo edr_cd amigo
Luis Quintero Ruiz,@LuisQuinteroRu2,2021-12-20 20:47:41+00:00,"Luis Quintero Ruiz
@LuisQuinteroRu2
·
20 dic.","En respuesta a 
@Davivienda
 y 
@fdoatehortua
Ustedes trabajan? Yo pense que solo robaban",0,0,0,89,      fdoatehortua trabajar   pense   robar
@juano191,@juano191,2021-12-20 16:07:37+00:00,"@juano191
@juano191
·
20 dic.","Señores 
@Davivienda
 llevo tres días tratando  solucionar un problema y sus asesores no dan respuesta, su teléfono rojo no sirve para nada que debo hacer, me veo  obligado de escribír por acá a ver si encuentro respuesta de álguien, 
@sicsuper
 porfa RT.
2
1",2,0,1,259,señor llevar tratar solucionar   problema    asesor      teléfono rojo   servir   deber    obligado   escribír       encontrar   álguien sicsuper porfa   
Tío Albert,@aijeitpipol,2021-12-20 15:10:56+00:00,"Tío Albert
@aijeitpipol
·
20 dic.","En respuesta a 
@Perenguena
 y 
@Davivienda
Literalmente están en el lugar equivocado.
1
1",0,1,1,90,    perenguén   literalmente    lugar equivocado  
Lucy,@betty_bermu,2021-12-20 03:31:57+00:00,"Lucy
@betty_bermu
·
19 dic.","Como Davivienda, en el lugar equivocado.",0,0,0,40,   lugar equivocado
Silvia J Aparicio G,@Japaricio21,2021-12-20 23:23:05+00:00,"Silvia J Aparicio G
@Japaricio21
·
20 dic.","En respuesta a 
@Davivienda
Pero me van a dar solución? O me van a pedir que vuelva a comunicarme con el establecimiento en el exterior para que me digan nuevamente lo que ya les mostré que dice el correo?
1",1,0,0,207,         solución      pedir   volver   comunicar yo    establecimiento    exterior    decir nuevamente      mostré     correo
Guillermo Baquero R,@gbaquerorincon,2021-12-20 22:40:16+00:00,"Guillermo Baquero R
@gbaquerorincon
·
20 dic.","En respuesta a 
@pukyseshotmail1
 @wilsonariasc
 y 
@Davivienda
Son capaces de falsificar un documento firmado por compradores con arras de negocio y ejercer presion para que un tribunal los declare inocentes habiendo el tribunal  comprobado la falsificacion y verificado la prueba forense. Desconocieron mas de 20 pruebas.",0,0,0,323,    pukyseshotmail1 wilsonariasc     capaz   falsificar   documento firmado   comprador   arra   negocio   ejercer presion    tribunal   declarar inocente haber   tribunal comprobado   falsificacion   verificado   prueba forense desconocer     prueba
:) (: Mark :) (:♔♔,@pollomar09,2021-12-20 23:32:20+00:00,":) (: Mark :) (:♔♔
@pollomar09
·
20 dic.","@Davivienda
  soluciones, las disculpas  no ,nos  devuelve el tiempo  perdido en  una fila eterna  .#DaviPlata
1
1
1",1,1,1,116,  solución   disculpa    devolver   tiempo perdido    fila eterno daviplata   
Guillermo Baquero R,@gbaquerorincon,2021-12-20 22:58:08+00:00,"Guillermo Baquero R
@gbaquerorincon
·
20 dic.","En respuesta a 
@wilsonariasc
 y 
@Davivienda
Dr  son capaces de alterar una promesa de compraventa firmada, con arras de negocio y ejercer presión para que un tribunal los absuelva teniendo pruebas grafológicas de la falsificación y prueba forense del texto que alteraron. Que poder¡¡¡, fallan en contra de las victimas.
1",0,1,0,323,    wilsonariasc      capaz   alterar   promesa   compraventa firmado   arra   negocio   ejercer presión    tribunal   absuelir tener prueba grafológica    falsificación   prueba forense   texto   alterar   fallar      victima
Edwin Alberto Martínez Garzón,@EdwinAl83526126,2021-12-20 03:25:52+00:00,"Edwin Alberto Martínez Garzón
@EdwinAl83526126
·
19 dic.","@DaviPlata
 Buenas noches, realice un retiro en un cajero Davivienda del centro comercial Casablanca, me débito el dinero en dos ocasiones, pero no me salió el dinero.
Que debo hacer .

Gracias
2",2,0,0,195,  daviplata noche realizar   retiro    cajero   centro comercial casablanca   débito   dinero    ocasión    salir   dinero   deber gracia
Fabio Fernando,@FabioFernandoH1,2021-12-20 12:10:22+00:00,"Fabio Fernando
@FabioFernandoH1
·
20 dic.","Día 41 la app 
@DaviPlata
 de 
@Davivienda
 retiene secuestrado mi dinero, supuestamente por procesos para los cuales no tienen logística necesaria. Mientras tanto sigo sin poder usar mi dinero. Tengan precaución, no pierdan su dinero, app sin vigilancia por parte de 
@SFCsupervisor
2
1",2,1,0,287,     daviplata   retener secuestrado   dinero supuestamente   proceso     logística necesario seguir     dinero tener precaución   perder   dinero    vigilancia     sfcsupervisor  
Claramente,@monis210377,2021-12-20 18:48:48+00:00,"Claramente
@monis210377
·
20 dic.","En respuesta a 
@Davivienda
Que banco tan elitista. Y la pobre gentesita que no tiene para sacar los 50 MIL O MILTIPLOS DE 50 MIL. Con ellos que",0,0,0,144,        elitista    pobre gentesito    sacar      miltiplo     
Enzo Villa,@EnzoVil45091798,2021-12-20 22:15:00+00:00,"Enzo Villa
@EnzoVil45091798
·
20 dic.","En respuesta a 
@Davivienda
Es increíble que la aplicación del Banco, a tod hora con un mensaje comunicación no disponible, esto viene presentándose hace mucho tiempo, he quedado dos veces varado por está situación que se convirtió en una pesadilla para el cliente.",0,0,0,265,      increíble    aplicación      hora    mensaje comunicación   disponible venir presentar él tiempo   quedar   varado   situación    convertir    pesadillar   cliente
AndrezZzZzz,@andresjuliodiaz,2021-12-20 15:20:31+00:00,"AndrezZzZzz
@andresjuliodiaz
·
20 dic.","En respuesta a 
@ntcoral
 y 
@Davivienda
Estoy igual, toda la mañana intentando.
1
1",1,0,1,84,    ntcoral     mañana intentar  
arturo obregon,@OBREGONARTURO,2021-12-20 00:36:45+00:00,"arturo obregon
@OBREGONARTURO
·
19 dic.","En respuesta a 
@wilsonariasc
 y 
@Davivienda
Dr. Arias.  Cuando los directivos  y abogados de Davivienda consideran y declaran frente a un  tribunal  arbitral   que falsificar un documento es un evento INANE  y el Tribunal Arbitral acoge  ese razonamiento, la situacion  de desamparo  ciudadano  es  absoluto",0,0,0,309,    wilsonariasc     arias   directivo   abogado   considerar   declarar frente    tribunal arbitral   falsificar   documento    evento inane    tribunal arbitral acoger   razonamiento   situacion   desamparo ciudadano   absoluto
Misia Bertie,@Perenguena,2021-12-20 15:09:43+00:00,"Misia Bertie
@Perenguena
·
20 dic.","Los infelices de 
@Davivienda
 siguen quitándole a la gente servicios en oficinas que tienen vacías, para obligarlos a filas de más de 60 personas bajo el sol.
Tienen la infraestructura pero la gente les importa cinco
2",2,0,0,219,  infeliz   seguir quitar él    gente servicio   oficina   vacía obligar él   fila      persona      infraestructura   gente   importar
Karen,@balvinparce,2021-12-20 18:59:32+00:00,"Karen
@balvinparce
·
20 dic.","Me bloquearon la cuenta de 
@Davivienda
, fui al banco y están sin sistema. Ahora no puedo usar mi dinero hasta que desbloquee la cuenta y no hay más opciones que ir a la oficina.
2",2,0,0,181,  bloquear            sistema     dinero   desbloquear        opción      oficinar
Oscar Nicolas,@oscarnicolasupm,2021-12-20 04:39:53+00:00,"Oscar Nicolas
@oscarnicolasupm
·
19 dic.","En respuesta a 
@thevisor2015
Grotesco, chavacano, que piensa que es Colombia? Davivienda en el lugar equivocado",0,0,0,112,    thevisor2015 grotesco chavacano   pensar    colombia    lugar equivocado
Manuel Celis,@EnKunfuncion,2021-12-20 15:00:12+00:00,"Manuel Celis
@EnKunfuncion
·
20 dic.","En respuesta a 
@Davivienda
Ya se los escribí al privado y no me han dado ninguna solución",0,0,0,90,        escribir   privado      solución
arturo obregon,@OBREGONARTURO,2021-12-20 01:16:02+00:00,"arturo obregon
@OBREGONARTURO
·
19 dic.","En respuesta a 
@wilsonariasc
Desconcertante que pese a abundantisima prueba  sobre multiples delitos cometidos por  Davivienda  presentadas al tribunal arbitral,  y  a que este ordenara compulsa de copias a la fiscalia, al hallarse probadas  las falsificaciones, el laudo se produzca contra las victimas",0,0,0,304,    wilsonariasc desconcertante   pese   abundantisimo prueba multipl delito cometido   presentado   tribunal arbitral     ordenara compulso   copia    fiscalia   hallar él probada   falsificación   laudo   producir   victima
Magallanes,@_Maga11anes,2021-12-20 03:20:47+00:00,"Magallanes
@_Maga11anes
·
19 dic.","En respuesta a 
@Davivienda
Voy a registrarlo en 
@SFCsupervisor",0,0,0,64,       registrar él   sfcsupervisor
IvÁn Rodríguez,@IvanRodriguez7M,2021-12-20 16:49:03+00:00,"IvÁn Rodríguez
@IvanRodriguez7M
·
20 dic.","En respuesta a 
@ingsis_john
 y 
@Davivienda
Davivienda, ando en las mismas. PSE me funcionó hace un momento sin novedad en otra cuenta
1",1,0,0,137,    ingsis_john   ar       funcionar   momento   novedad  
Carlos Hernández,@Calfre_hdz,2021-12-20 18:25:25+00:00,"Carlos Hernández
@Calfre_hdz
·
20 dic.","En respuesta a 
@SSF_ElSalvador
Hola, donde puedo denunciar aparte del banco Davivienda de que me sacaron dinero de mi cuenta de ahorros sin mi consentimiento ya que el banco no me ha dado resolución.
1",1,0,0,202,    ssf_elsalvador denunciar aparte       sacar dinero      ahorro    consentimiento         resolución
H,@hijo_de_nix,2021-12-20 18:46:34+00:00,"H
@hijo_de_nix
·
20 dic.","@Davivienda
 díganle a la asesora Laura que si no le gusta trabajar en servicio al cliente que renuncie, que no sea payasa de colgar la llamada, gracias.
1",1,0,0,155,  díganle    asesora laura      gustar trabajar   servicio   cliente   renunciar     payasar   colgar   llamado gracias
Natalia TC,@ntcoral,2021-12-20 15:11:09+00:00,"Natalia TC
@ntcoral
·
20 dic.","En respuesta a 
@Davivienda
No llegan los números de confirmación, se pierde el tiempo llamando. Un desastre
2
1",2,0,1,112,      llegar   número   confirmación   perder   tiempo llamar   desastrar  
Gomez ن †,@sergiogomezf,2021-12-20 16:29:42+00:00,"Gomez ن †
@sergiogomezf
·
20 dic.","@Davivienda
 buen día, les deje un DM
1",1,0,0,39,     dejar   
Fabio Fernando,@FabioFernandoH1,2021-12-20 12:20:05+00:00,"Fabio Fernando
@FabioFernandoH1
·
20 dic.","Respondiendo a 
@Monajaneth
 @DaviPlata
 y 2 más
No, si fuera tan fácil... Ya se habría solucionado el problema y 
@DaviPlata
 no tendría secuestrado mi dinero. Como dice el twit es algo para lo que 
@Davivienda
 no tienen  la logística necesaria y obligan a sus usuarios o a desplazarse generando grandes gastos o te retienen el $.
1",0,0,1,334,  monajaneth daviplata         fácil    haber solucionar   problema   daviplata   tener secuestrar   dinero   twit          logística necesario   obligar    usuario    desplazar él generar gasto    retener  
Jennifer Hernandez,@senorasalvaje,2021-12-20 20:09:18+00:00,"Jennifer Hernandez
@senorasalvaje
·
20 dic.","En respuesta a 
@Davivienda
Pues les escribí desde las 12 y a pesar d enviar la info q ahí me piden, vuelven y me la piden y adicional me dicen q enviaran un código q a las 3pm no a llegado, no se si es que pusieron el mensaje que me contactara para quedar bien, pero ya en privado no hay nada d diligencia",0,0,0,306,      escribir        enviar   info     pedir volver     pedir   adicional     enviarar   códecir        llegar       poner   mensaje    contactar quedar    privado      diligencia
Roberto M Riveros A,@robertoriverosa,2021-12-20 15:24:39+00:00,"Roberto M Riveros A
@robertoriverosa
·
20 dic.","@BANCOLOMBIA
 Me parece 1 bofetada a los colombianos q me cobren 8 mil pesos más 4 x 1 mil x transferir mi dinero de mi cuenta en 
@Bancolombia
 a mi cuenta en 
@Davivienda
! ¿Acaso se acabó la pandemia #china?Cero RSE y RSC como siempre!El Dr Mora sigue en mora con los colombianos!
3",3,0,0,285,  bancolombiar     bofetado    colombiano    cobrir    pesos        transferir   dinero      bancolombiar      acaso   acabar   pandemia chino cero        mora   mora    colombiano
José de Jesús Diaz Moncada,@jjdiazm65,2021-12-20 19:52:56+00:00,"José de Jesús Diaz Moncada
@jjdiazm65
·
20 dic.","En respuesta a 
@RamirezcLawyer
 y 
@Bancolombia
Y el problema es que debo seguir en 
@Davivienda
 que es incluso igual o peor de malo en atención...
1",0,0,1,151,    ramirezclawyer   bancolombiar    problema    deber seguir          malo   atención
Alejandro Quintero Rubiano,@QuinteroRubiano,2021-12-20 17:37:30+00:00,"Alejandro Quintero Rubiano
@QuinteroRubiano
·
20 dic.","En respuesta a 
@Marianiniecheve
 @SegurosBolivar
 y 
@Davivienda
Creo que la superintendencia financiera está en la obligación de atender tu caso, incluso se puede hacer por internet. Ojalá te sirva de algo, mientras te RT. Arre mula. Me llamo Iván.",0,0,0,250,    marianiniecheve segurosbolivar      superintendencia financiero    obligación   atender   caso     internet ojalá   servir      arre mular   llamar iván
Davivienda Corredores,@davicorredores,2021-12-20 22:01:16+00:00,"Davivienda Corredores
@davicorredores
·
20 dic.","#MisFinanzasParaInvertir ¿Usted cuantos meses puede vivir sin trabajar? Para medir la riqueza no se trata de cuánto dinero se tiene, sino cómo se genera. Conozca más aquí:
misfinanzasparainvertir.com
¿Qué tiempo sobrevivo si no trabajo más? - Mis Finanzas para Invertir
Esta pregunta ha llevado a expertos en planeación financiera a encontrar una nueva fórmula para medir la riqueza, en la cual lo importante no es cuánto dinero se tiene, sino cómo se genera ese...
4",0,0,4,467,  misfinanzasparainvertir mes vivir   trabajar medir   riqueza      dinero     generar conozca   misfinanzasparainvertir    tiempo sobrevivo    trabajo    finanza invertir pregunta   llevar   experto   planeación financiero   encontrar   fórmula medir   riqueza      importante    dinero     generar  
Mumm-Ra,@MummRa78675541,2021-12-20 23:23:14+00:00,"Mumm-Ra
@MummRa78675541
·
20 dic.","En respuesta a 
@jsanchezcristo
#EstoyHastaLaCoronilla con las ratas de 
@DaviPlata
 roban y roban....nadie responde y 
@SFCsupervisor
 mirando para otro lado con 
@Davivienda
 que mierda
1
1",0,1,1,191,    jsanchezcristo estoyhastalacoronillar    rata   daviplata robar   robar responder   sfcsupervisor mirar     mierda  
Davivienda Corredores,@davicorredores,2021-12-20 17:45:12+00:00,"Davivienda Corredores
@davicorredores
·
20 dic.","Después de lo sucedido en la pandemia, junto con nuestros clientes, vamos a a aportar esta navidad un poco de felicidad y esperanza para Colombia. Descúbralo aquí: https://youtu.be/wdLLLJLNH5E #NavidadDaviviendaCorredores
2",0,0,2,223,   sucedido    pandemia   cliente    aportar navidad     felicidad   esperanza colombia descúbralir navidaddaviviendacorredor
Ser árbol,@servil666,2021-12-20 01:14:44+00:00,"Ser árbol
@servil666
·
19 dic.","Respondiendo a 
@lucholarrompe
 @AndrsFelipeCa10
 y 5 más
No es cierto lo que menciona de los intereses. Revise las tasas en latinoamerica. Colombia está por debajo del promedio lejos.
Lo que sí es cierto es que en colombia se legisla en favor de los bancos.
1",1,0,0,260,  lucholarrompir andrsfelipeca10          mencionar    interés revisar   tasa   latinoamerico colombia     promedio lejos          colombia   legislo   favor    banco
Davivienda Escucha,@DaviEscucha,2021-12-20 23:14:11+00:00,"Davivienda Escucha
@DaviEscucha
·
20 dic.","En respuesta a 
@zildride
Buenas tardes. Lamentamos este tipo de inconvenientes. Por favor escribanos por mensaje privado para validar su caso. Quedamos atentos.",0,0,0,161,    zildridar tarde lamentar tipo   inconveniente   favor escribano   mensaje privado validar   caso quedar atento
efecty,@EfectyOficial,2021-12-20 18:13:13+00:00,"efecty
@EfectyOficial
·
20 dic.","En respuesta a 
@ElizabethGarrot
¡Hola! Por favor consulta directamente con Prosperidad social o Davivienda cual es el documento autorizado para el retiro del incentivo. ¡feliz día! Recuerda que en Efecty giramos a tu lado ¡Te deseamos una feliz navidad y prospero año! 
2",2,0,0,272,    elizabethgarrot   favor consultar directamente   prosperidad social      documento autorizado   retiro   incentivo feliz   recordar    efecty giramos      desear   feliz navidad   prospero  
AlguienQueComentó,@salchiipapas,2021-12-20 16:10:50+00:00,"AlguienQueComentó
@salchiipapas
·
20 dic.","En respuesta a 
@juano191
 @Davivienda
 y 
@sicsuper
Cambie de banco. 
De nada y vuelva pronto",0,0,0,94,    juano191   sicsuper cambiar       volver
Juliana,@julianac1987,2021-12-21 19:27:49+00:00,"Juliana
@julianac1987
·
21 dic.","A mi madre le debo la vida, a 
@Davivienda
 esta vida y la otra.
1
5",0,1,5,68,   madre   debo   vida   vida     
May,@lamaizita,2021-12-21 15:52:14+00:00,"May
@lamaizita
·
21 dic.","El pinche colmo 
@Davivienda
 pésimo el servicio en Ibagué, segundo día haciendo una fila de más de una hora para que sigan con el cuento que no tienen sistema de nuevo???
1
2
2",1,2,2,177,  pinche colmo pésimo   servicio   ibaguar     fila      hora   seguir    cuento    sistema     
Escéptica,@Escptica4,2021-12-21 13:16:27+00:00,"Escéptica
@Escptica4
·
21 dic.","En respuesta a 
@Asnasalvaje
 y 
@Davivienda
Davivienda tiene un seguro que cubre los robos, lo descuentan de antemano, solo dígales que el seguro responde y rapidito solucionan.
El desconocimiento es lo que nos hace perder
3
7",0,3,7,227,    asnasalvaje     seguro   cubrir   robo   descontar   antemano dígal    seguro responder   rapidito solucionar   desconocimiento      perder  
#RadioRealEterno,@Contesta_tario,2021-12-21 14:43:20+00:00,"#RadioRealEterno
@Contesta_tario
·
21 dic.","A 
@Davivienda
 no le dió si no por hacer un piloto en pleno diciembre.
Para una pinche consignación hay que registrarse en la entrada y esperar que lo hagan seguir, lo llamen de caja mientras envían textos al cel. 

Quieren ser 
@nubank
 a la maldita sea.. 

#ChaoDavivienda
1",1,0,0,277,           piloto   pleno diciembre   pinche consignación    registrar él    entrada   esperar    hacer seguir   llamar   cajar envir texto    querer   nubank    malditir   chaodavivienda
.,@Dicemigue16,2021-12-21 19:53:01+00:00,".
@Dicemigue16
·
21 dic.",davivienda ya me quito la cuota de manejo de la terjeta peso si son rápidos,0,0,0,75,   quito   cuota   manejo    terjeta peso    rápido
Diana Caro García,@DianaCaroGarca,2021-12-21 13:24:59+00:00,"Diana Caro García
@DianaCaroGarca
·
21 dic.","En respuesta a 
@Asnasalvaje
 y 
@Davivienda
Cuando esto sucede (pro prevención) hay que ir a un cajero y solicitar algo con la tarjeta (por ejemplo pedir saldo), con eso se demuestra que uno la tiene en su poder y que se es víctima de clonación. Que bueno que en el caso de ustedes respondió el banco
1
4",0,1,4,305,    asnasalvaje   suceder   prevención       cajero   solicitar    tarjeta   ejemplo pedir saldo     demostrar             víctima   clonación       caso   responder    
Hanzo Hasashi,@Hanso_Hasashi_,2021-12-21 12:09:16+00:00,"Hanzo Hasashi
@Hanso_Hasashi_
·
21 dic.","En respuesta a 
@cafenofilo
 @Asnasalvaje
 y 
@Davivienda
Llevo como 15 días sin poder entrar a la app de Davivienda, a pesar de que ingreso los datos correctos siempre sale el letrero de "" verifique los datos ingresados""
4
1
6",4,1,6,227,    cafenofilo asnasalvaje   llevar     entrar           ingreso   dato correcto salir   letrero   verificar   dato ingresado   
Carlos Bulla,@CBulla2011,2021-12-21 12:04:06+00:00,"Carlos Bulla
@CBulla2011
·
21 dic.","En respuesta a 
@EduardBernstei1
Doña 
@FranciaMarquezM
 una mujer valiosa, que ha vivido las necesidades y la desigualdad en carne propia y que tiene mucho para decir, pero como Davivienda esta #EnElLugarEquivocado 
Porque en el PH, no la escuchan, ni le hablan, ni la valoran y además la insultan.
2
5",0,2,5,303,    eduardbernstei1 doña franciamarquezm   mujer valioso    vivir   necesidad    desigualdad   carne    enellugarequivocado       escuchar       valorar     insultar  
Nicolás,@penumbradeleste,2021-12-21 00:22:00+00:00,"Nicolás
@penumbradeleste
·
20 dic.",¿Por qué no puedo aprender a desprender el maldito recibo de las maquinitas de los cajeros de los bancos de Davivienda? Me pongo nervioso y acabo rasgándolo a las malas.,0,0,0,169,     aprender   desprender   maldito recibo    maquinita    cajero    banco     pongo nervioso   acabar rasgándolo    mala
David Pardo,@alreves22,2021-12-21 12:02:10+00:00,"David Pardo
@alreves22
·
21 dic.","En respuesta a 
@Asnasalvaje
 y 
@Davivienda
Siempre he creído que es el banco a un tío le pasó, la plata de su herencia... Desapareció. Un señor que a duras penas tiene celular básico no maneja ni WhatsApp... Cuando fue a mirar su cuenta a sacar plata 40 millones desaparecieron y Davivienda no hizo nada...
1
3",0,1,3,312,    asnasalvaje     creer          pasar   plata    herencia desaparecer   señor    duro pena celular básico   manejar   whatsapp    mirar     sacar plata   millón desaparecer      
